prompt,a,b,solution,carry_u,carry_d,completion,prediction,correct,bin
"3097+4810=7907
1545+4235=5780
1684+3155=4839
163+5788=",163,5788,5951,True,True,"3097+4810=7907
1545+4235=5780
1684+3155=4839
163+5788=5951",5951,True,"[5900, 6000)"
"780+569=1349
1728+4156=5884
2450+4928=7378
5009+943=",5009,943,5952,True,False,"780+569=1349
1728+4156=5884
2450+4928=7378
5009+943=5952",5952,True,"[5900, 6000)"
"42+453=495
1345+3102=4447
31+1572=1603
743+5209=",743,5209,5952,True,False,"42+453=495
1345+3102=4447
31+1572=1603
743+5209=5952",5952,True,"[5900, 6000)"
"790+1171=1961
4930+1825=6755
2048+815=2863
3776+2177=",3776,2177,5953,True,True,"790+1171=1961
4930+1825=6755
2048+815=2863
3776+2177=5953",5953,True,"[5900, 6000)"
"4890+2757=7647
2172+4136=6308
1981+3045=5026
3695+2258=",3695,2258,5953,True,True,"4890+2757=7647
2172+4136=6308
1981+3045=5026
3695+2258=5953",5953,True,"[5900, 6000)"
"1502+1302=2804
2330+2406=4736
4842+4671=9513
744+5210=",744,5210,5954,False,False,"1502+1302=2804
2330+2406=4736
4842+4671=9513
744+5210=5954",5954,True,"[5900, 6000)"
"2616+2584=5200
2916+4387=7303
2461+1327=3788
1079+4875=",1079,4875,5954,True,True,"2616+2584=5200
2916+4387=7303
2461+1327=3788
1079+4875=5954",5954,True,"[5900, 6000)"
"3926+1444=5370
2939+168=3107
1335+4902=6237
310+5645=",310,5645,5955,False,False,"3926+1444=5370
2939+168=3107
1335+4902=6237
310+5645=5955",5955,True,"[5900, 6000)"
"3697+4253=7950
2596+4320=6916
3395+4859=8254
3052+2903=",3052,2903,5955,False,False,"3697+4253=7950
2596+4320=6916
3395+4859=8254
3052+2903=5955",5955,True,"[5900, 6000)"
"1235+3191=4426
2075+1926=4001
1236+1405=2641
1769+4187=",1769,4187,5956,True,True,"1235+3191=4426
2075+1926=4001
1236+1405=2641
1769+4187=5956",5956,True,"[5900, 6000)"
"1963+649=2612
1808+3740=5548
1081+2938=4019
4511+1445=",4511,1445,5956,False,False,"1963+649=2612
1808+3740=5548
1081+2938=4019
4511+1445=5956",5956,True,"[5900, 6000)"
"1805+619=2424
4718+1800=6518
4260+4781=9041
2789+3168=",2789,3168,5957,True,True,"1805+619=2424
4718+1800=6518
4260+4781=9041
2789+3168=5957",5957,True,"[5900, 6000)"
"816+196=1012
531+626=1157
1339+3382=4721
4913+1044=",4913,1044,5957,False,False,"816+196=1012
531+626=1157
1339+3382=4721
4913+1044=6957",6957,False,"[5900, 6000)"
"3217+154=3371
4513+3884=8397
4605+191=4796
834+5124=",834,5124,5958,False,False,"3217+154=3371
4513+3884=8397
4605+191=4796
834+5124=5958",5958,True,"[5900, 6000)"
"2620+1269=3889
2386+1663=4049
3036+2482=5518
4413+1545=",4413,1545,5958,False,False,"2620+1269=3889
2386+1663=4049
3036+2482=5518
4413+1545=5958",5958,True,"[5900, 6000)"
"4753+2067=6820
3150+3464=6614
889+2009=2898
5647+312=",5647,312,5959,False,False,"4753+2067=6820
3150+3464=6614
889+2009=2898
5647+312=5959",5959,True,"[5900, 6000)"
"3551+2677=6228
4444+3938=8382
570+2006=2576
1224+4735=",1224,4735,5959,False,False,"3551+2677=6228
4444+3938=8382
570+2006=2576
1224+4735=5959",5959,True,"[5900, 6000)"
"2405+1186=3591
3555+4670=8225
1357+4060=5417
3699+2261=",3699,2261,5960,True,True,"2405+1186=3591
3555+4670=8225
1357+4060=5417
3699+2261=5960",5960,True,"[5900, 6000)"
"174+2734=2908
1175+3083=4258
1528+2633=4161
3225+2735=",3225,2735,5960,True,False,"174+2734=2908
1175+3083=4258
1528+2633=4161
3225+2735=6000",6000,False,"[5900, 6000)"
"4698+3104=7802
957+4375=5332
2400+3906=6306
3060+2901=",3060,2901,5961,False,False,"4698+3104=7802
957+4375=5332
2400+3906=6306
3060+2901=5961",5961,True,"[5900, 6000)"
"3738+2768=6506
799+4601=5400
781+1232=2013
5185+776=",5185,776,5961,True,True,"3738+2768=6506
799+4601=5400
781+1232=2013
5185+776=5961",5961,True,"[5900, 6000)"
"2292+3790=6082
2669+4431=7100
2592+4503=7095
1584+4378=",1584,4378,5962,True,True,"2292+3790=6082
2669+4431=7100
2592+4503=7095
1584+4378=5962",5962,True,"[5900, 6000)"
"4385+193=4578
492+3722=4214
3623+592=4215
630+5332=",630,5332,5962,False,False,"4385+193=4578
492+3722=4214
3623+592=4215
630+5332=5962",5962,True,"[5900, 6000)"
"102+4273=4375
1253+4532=5785
4031+2322=6353
667+5296=",667,5296,5963,True,True,"102+4273=4375
1253+4532=5785
4031+2322=6353
667+5296=5963",5963,True,"[5900, 6000)"
"1376+4959=6335
4783+2201=6984
3789+1554=5343
1017+4946=",1017,4946,5963,True,False,"1376+4959=6335
4783+2201=6984
3789+1554=5343
1017+4946=5963",5963,True,"[5900, 6000)"
"1853+4770=6623
2508+3839=6347
3746+2824=6570
5130+834=",5130,834,5964,False,False,"1853+4770=6623
2508+3839=6347
3746+2824=6570
5130+834=5964",5964,True,"[5900, 6000)"
"1985+4794=6779
4915+3552=8467
629+1348=1977
5940+24=",5940,24,5964,False,False,"1985+4794=6779
4915+3552=8467
629+1348=1977
5940+24=5964",5964,True,"[5900, 6000)"
"407+931=1338
1677+1376=3053
2768+4460=7228
1038+4927=",1038,4927,5965,True,False,"407+931=1338
1677+1376=3053
2768+4460=7228
1038+4927=5965",5965,True,"[5900, 6000)"
"2711+1464=4175
3942+3327=7269
3982+3397=7379
1777+4188=",1777,4188,5965,True,True,"2711+1464=4175
3942+3327=7269
3982+3397=7379
1777+4188=5965",5965,True,"[5900, 6000)"
"3035+2590=5625
2925+506=3431
4529+2458=6987
3627+2339=",3627,2339,5966,True,False,"3035+2590=5625
2925+506=3431
4529+2458=6987
3627+2339=6066",6066,False,"[5900, 6000)"
"2796+4492=7288
3542+1386=4928
2332+1250=3582
2966+3000=",2966,3000,5966,False,False,"2796+4492=7288
3542+1386=4928
2332+1250=3582
2966+3000=5966",5966,True,"[5900, 6000)"
"2039+3369=5408
698+2731=3429
3279+1545=4824
552+5415=",552,5415,5967,False,False,"2039+3369=5408
698+2731=3429
3279+1545=4824
552+5415=5967",5967,True,"[5900, 6000)"
"872+1333=2205
512+1664=2176
2141+850=2991
4397+1570=",4397,1570,5967,False,True,"872+1333=2205
512+1664=2176
2141+850=2991
4397+1570=5967",5967,True,"[5900, 6000)"
"3762+1673=5435
1551+3694=5245
2171+2852=5023
5848+120=",5848,120,5968,False,False,"3762+1673=5435
1551+3694=5245
2171+2852=5023
5848+120=5968",5968,True,"[5900, 6000)"
"1681+4322=6003
1869+4448=6317
4501+760=5261
4497+1471=",4497,1471,5968,False,True,"1681+4322=6003
1869+4448=6317
4501+760=5261
4497+1471=5968",5968,True,"[5900, 6000)"
"389+2854=3243
917+3178=4095
3198+159=3357
816+5153=",816,5153,5969,False,False,"389+2854=3243
917+3178=4095
3198+159=3357
816+5153=5969",5969,True,"[5900, 6000)"
"4296+3680=7976
2927+1321=4248
3651+1378=5029
2872+3097=",2872,3097,5969,False,True,"4296+3680=7976
2927+1321=4248
3651+1378=5029
2872+3097=5969",5969,True,"[5900, 6000)"
"3469+187=3656
4353+3775=8128
1444+2964=4408
2645+3325=",2645,3325,5970,True,False,"3469+187=3656
4353+3775=8128
1444+2964=4408
2645+3325=6070",6070,False,"[5900, 6000)"
"1171+3718=4889
3282+3359=6641
2495+4289=6784
4879+1091=",4879,1091,5970,True,True,"1171+3718=4889
3282+3359=6641
2495+4289=6784
4879+1091=5970",5970,True,"[5900, 6000)"
"1367+1529=2896
3943+3951=7894
4751+708=5459
5519+452=",5519,452,5971,True,False,"1367+1529=2896
3943+3951=7894
4751+708=5459
5519+452=6071",6071,False,"[5900, 6000)"
"2033+2292=4325
305+2073=2378
2312+4082=6394
5012+959=",5012,959,5971,True,False,"2033+2292=4325
305+2073=2378
2312+4082=6394
5012+959=5971",5971,True,"[5900, 6000)"
"1913+2439=4352
3980+1222=5202
1098+2968=4066
3178+2794=",3178,2794,5972,True,True,"1913+2439=4352
3980+1222=5202
1098+2968=4066
3178+2794=5972",5972,True,"[5900, 6000)"
"3970+754=4724
2149+2861=5010
516+3225=3741
4664+1308=",4664,1308,5972,True,False,"3970+754=4724
2149+2861=5010
516+3225=3741
4664+1308=6072",6072,False,"[5900, 6000)"
"3477+3487=6964
4971+3826=8797
1556+2456=4012
2251+3722=",2251,3722,5973,False,False,"3477+3487=6964
4971+3826=8797
1556+2456=4012
2251+3722=5973",5973,True,"[5900, 6000)"
"3065+3965=7030
3395+4530=7925
4239+2115=6354
2936+3037=",2936,3037,5973,True,False,"3065+3965=7030
3395+4530=7925
4239+2115=6354
2936+3037=5973",5973,True,"[5900, 6000)"
"1541+2498=4039
4925+2410=7335
2867+2866=5733
400+5574=",400,5574,5974,False,False,"1541+2498=4039
4925+2410=7335
2867+2866=5733
400+5574=5974",5974,True,"[5900, 6000)"
"4140+4582=8722
732+1274=2006
3169+569=3738
325+5649=",325,5649,5974,True,False,"4140+4582=8722
732+1274=2006
3169+569=3738
325+5649=5974",5974,True,"[5900, 6000)"
"2651+556=3207
737+4818=5555
3167+2414=5581
258+5717=",258,5717,5975,True,False,"2651+556=3207
737+4818=5555
3167+2414=5581
258+5717=5975",5975,True,"[5900, 6000)"
"1444+2=1446
1874+2970=4844
4044+633=4677
2492+3483=",2492,3483,5975,False,True,"1444+2=1446
1874+2970=4844
4044+633=4677
2492+3483=6075",6075,False,"[5900, 6000)"
"4201+3122=7323
4342+183=4525
567+669=1236
692+5284=",692,5284,5976,False,True,"4201+3122=7323
4342+183=4525
567+669=1236
692+5284=5976",5976,True,"[5900, 6000)"
"3251+4463=7714
3326+4719=8045
2855+978=3833
1104+4872=",1104,4872,5976,False,False,"3251+4463=7714
3326+4719=8045
2855+978=3833
1104+4872=6076",6076,False,"[5900, 6000)"
"4341+848=5189
4095+3795=7890
3101+3291=6392
4677+1300=",4677,1300,5977,False,False,"4341+848=5189
4095+3795=7890
3101+3291=6392
4677+1300=5977",5977,True,"[5900, 6000)"
"740+3934=4674
1279+3967=5246
598+4517=5115
1046+4931=",1046,4931,5977,False,False,"740+3934=4674
1279+3967=5246
598+4517=5115
1046+4931=6007",6007,False,"[5900, 6000)"
"3165+754=3919
247+2073=2320
2201+1648=3849
3522+2456=",3522,2456,5978,False,False,"3165+754=3919
247+2073=2320
2201+1648=3849
3522+2456=6000",6000,False,"[5900, 6000)"
"4233+4548=8781
1023+4493=5516
3123+3897=7020
2108+3870=",2108,3870,5978,False,False,"4233+4548=8781
1023+4493=5516
3123+3897=7020
2108+3870=6000",6000,False,"[5900, 6000)"
"377+4068=4445
2918+396=3314
4569+3809=8378
1596+4383=",1596,4383,5979,False,True,"377+4068=4445
2918+396=3314
4569+3809=8378
1596+4383=5979",5979,True,"[5900, 6000)"
"2463+4043=6506
1476+4943=6419
2363+95=2458
995+4984=",995,4984,5979,False,True,"2463+4043=6506
1476+4943=6419
2363+95=2458
995+4984=5979",5979,True,"[5900, 6000)"
"4661+4866=9527
1391+2718=4109
3337+3758=7095
4028+1952=",4028,1952,5980,True,False,"4661+4866=9527
1391+2718=4109
3337+3758=7095
4028+1952=5980",5980,True,"[5900, 6000)"
"40+783=823
2728+2598=5326
4725+1958=6683
458+5522=",458,5522,5980,True,False,"40+783=823
2728+2598=5326
4725+1958=6683
458+5522=5980",5980,True,"[5900, 6000)"
"2810+4425=7235
2336+1463=3799
4086+38=4124
1801+4180=",1801,4180,5981,False,False,"2810+4425=7235
2336+1463=3799
4086+38=4124
1801+4180=5981",5981,True,"[5900, 6000)"
"2414+4849=7263
2450+2953=5403
955+2855=3810
37+5944=",37,5944,5981,True,False,"2414+4849=7263
2450+2953=5403
955+2855=3810
37+5944=5981",5981,True,"[5900, 6000)"
"707+3772=4479
364+2378=2742
3067+953=4020
2232+3750=",2232,3750,5982,False,False,"707+3772=4479
364+2378=2742
3067+953=4020
2232+3750=6002",6002,False,"[5900, 6000)"
"1308+2458=3766
3646+4642=8288
1996+3883=5879
1322+4660=",1322,4660,5982,False,False,"1308+2458=3766
3646+4642=8288
1996+3883=5879
1322+4660=6002",6002,False,"[5900, 6000)"
"2450+1282=3732
2529+3840=6369
1997+3829=5826
3396+2587=",3396,2587,5983,True,True,"2450+1282=3732
2529+3840=6369
1997+3829=5826
3396+2587=5983",5983,True,"[5900, 6000)"
"2340+787=3127
2772+417=3189
1680+1549=3229
1257+4726=",1257,4726,5983,True,False,"2340+787=3127
2772+417=3189
1680+1549=3229
1257+4726=5983",5983,True,"[5900, 6000)"
"4257+1283=5540
2786+1332=4118
2162+4430=6592
99+5885=",99,5885,5984,True,True,"4257+1283=5540
2786+1332=4118
2162+4430=6592
99+5885=5984",5984,True,"[5900, 6000)"
"1576+1472=3048
3214+3991=7205
2848+1524=4372
970+5014=",970,5014,5984,False,False,"1576+1472=3048
3214+3991=7205
2848+1524=4372
970+5014=5984",5984,True,"[5900, 6000)"
"3467+2601=6068
253+623=876
4246+3185=7431
219+5766=",219,5766,5985,True,False,"3467+2601=6068
253+623=876
4246+3185=7431
219+5766=5985",5985,True,"[5900, 6000)"
"2478+1693=4171
2070+2295=4365
3843+4784=8627
3273+2712=",3273,2712,5985,False,False,"2478+1693=4171
2070+2295=4365
3843+4784=8627
3273+2712=6000",6000,False,"[5900, 6000)"
"2656+1518=4174
2780+3947=6727
1192+1773=2965
2689+3297=",2689,3297,5986,True,True,"2656+1518=4174
2780+3947=6727
1192+1773=2965
2689+3297=5986",5986,True,"[5900, 6000)"
"785+2428=3213
4873+3177=8050
3540+2605=6145
5741+245=",5741,245,5986,False,False,"785+2428=3213
4873+3177=8050
3540+2605=6145
5741+245=5986",5986,True,"[5900, 6000)"
"695+2332=3027
562+513=1075
975+2840=3815
134+5853=",134,5853,5987,False,False,"695+2332=3027
562+513=1075
975+2840=3815
134+5853=6027",6027,False,"[5900, 6000)"
"4522+3918=8440
3740+1326=5066
2304+1401=3705
2308+3679=",2308,3679,5987,True,False,"4522+3918=8440
3740+1326=5066
2304+1401=3705
2308+3679=6007",6007,False,"[5900, 6000)"
"40+420=460
1516+2311=3827
1079+4078=5157
5810+178=",5810,178,5988,False,False,"40+420=460
1516+2311=3827
1079+4078=5157
5810+178=5988",5988,True,"[5900, 6000)"
"1985+2606=4591
2322+3918=6240
3188+1441=4629
5457+531=",5457,531,5988,False,False,"1985+2606=4591
2322+3918=6240
3188+1441=4629
5457+531=5988",5988,True,"[5900, 6000)"
"3668+969=4637
2311+4167=6478
1595+344=1939
5790+199=",5790,199,5989,False,True,"3668+969=4637
2311+4167=6478
1595+344=1939
5790+199=5989",5989,True,"[5900, 6000)"
"4976+4100=9076
2692+308=3000
2156+1361=3517
3622+2367=",3622,2367,5989,False,False,"4976+4100=9076
2692+308=3000
2156+1361=3517
3622+2367=6000",6000,False,"[5900, 6000)"
"1267+1479=2746
2877+2111=4988
303+1945=2248
2611+3379=",2611,3379,5990,True,False,"1267+1479=2746
2877+2111=4988
303+1945=2248
2611+3379=6000",6000,False,"[5900, 6000)"
"110+3780=3890
1700+4344=6044
2511+2932=5443
82+5908=",82,5908,5990,True,False,"110+3780=3890
1700+4344=6044
2511+2932=5443
82+5908=6090",6090,False,"[5900, 6000)"
"537+2338=2875
709+244=953
1576+2778=4354
1871+4120=",1871,4120,5991,False,False,"537+2338=2875
709+244=953
1576+2778=4354
1871+4120=5991",5991,True,"[5900, 6000)"
"3401+1299=4700
275+1899=2174
114+3003=3117
4397+1594=",4397,1594,5991,True,True,"3401+1299=4700
275+1899=2174
114+3003=3117
4397+1594=5991",5991,True,"[5900, 6000)"
"855+2876=3731
4788+1248=6036
182+2526=2708
4581+1411=",4581,1411,5992,False,False,"855+2876=3731
4788+1248=6036
182+2526=2708
4581+1411=5992",5992,True,"[5900, 6000)"
"3001+1236=4237
1288+2648=3936
1926+1734=3660
3960+2032=",3960,2032,5992,False,False,"3001+1236=4237
1288+2648=3936
1926+1734=3660
3960+2032=6002",6002,False,"[5900, 6000)"
"1517+4438=5955
1807+4045=5852
1529+2882=4411
4407+1586=",4407,1586,5993,True,False,"1517+4438=5955
1807+4045=5852
1529+2882=4411
4407+1586=5993",5993,True,"[5900, 6000)"
"944+490=1434
1802+2955=4757
2839+2879=5718
1043+4950=",1043,4950,5993,False,False,"944+490=1434
1802+2955=4757
2839+2879=5718
1043+4950=5993",5993,True,"[5900, 6000)"
"970+3914=4884
453+1613=2066
2442+2257=4699
353+5641=",353,5641,5994,False,False,"970+3914=4884
453+1613=2066
2442+2257=4699
353+5641=6000",6000,False,"[5900, 6000)"
"4680+874=5554
4081+4690=8771
4320+573=4893
2984+3010=",2984,3010,5994,False,False,"4680+874=5554
4081+4690=8771
4320+573=4893
2984+3010=5994",5994,True,"[5900, 6000)"
"2677+4319=6996
4954+141=5095
2245+1801=4046
455+5540=",455,5540,5995,False,False,"2677+4319=6996
4954+141=5095
2245+1801=4046
455+5540=5995",5995,True,"[5900, 6000)"
"3445+2230=5675
1558+2546=4104
2752+125=2877
5598+397=",5598,397,5995,True,True,"3445+2230=5675
1558+2546=4104
2752+125=2877
5598+397=6095",6095,False,"[5900, 6000)"
"970+672=1642
4595+2228=6823
3018+405=3423
127+5869=",127,5869,5996,True,False,"970+672=1642
4595+2228=6823
3018+405=3423
127+5869=6006",6006,False,"[5900, 6000)"
"342+562=904
1756+4782=6538
1793+2619=4412
3024+2972=",3024,2972,5996,False,False,"342+562=904
1756+4782=6538
1793+2619=4412
3024+2972=5996",5996,True,"[5900, 6000)"
"534+432=966
2992+922=3914
1010+2083=3093
2178+3819=",2178,3819,5997,True,False,"534+432=966
2992+922=3914
1010+2083=3093
2178+3819=6007",6007,False,"[5900, 6000)"
"3677+3196=6873
2311+3656=5967
787+1925=2712
5031+966=",5031,966,5997,False,False,"3677+3196=6873
2311+3656=5967
787+1925=2712
5031+966=5997",5997,True,"[5900, 6000)"
"21+2233=2254
3967+4377=8344
391+1187=1578
4894+1104=",4894,1104,5998,False,False,"21+2233=2254
3967+4377=8344
391+1187=1578
4894+1104=6008",6008,False,"[5900, 6000)"
"3774+4459=8233
3908+696=4604
432+1743=2175
3227+2771=",3227,2771,5998,False,False,"3774+4459=8233
3908+696=4604
432+1743=2175
3227+2771=6098",6098,False,"[5900, 6000)"
"4046+1934=5980
3301+1583=4884
1078+3663=4741
1842+4157=",1842,4157,5999,False,False,"4046+1934=5980
3301+1583=4884
1078+3663=4741
1842+4157=5999",5999,True,"[5900, 6000)"
"1656+1573=3229
3271+2823=6094
3761+4403=8164
3247+2752=",3247,2752,5999,False,False,"1656+1573=3229
3271+2823=6094
3761+4403=8164
3247+2752=5999",5999,True,"[5900, 6000)"
"767+3258=4025
1864+1523=3387
782+631=1413
2951+3049=",2951,3049,6000,True,True,"767+3258=4025
1864+1523=3387
782+631=1413
2951+3049=5999",5999,False,"[6000, 6100)"
"2452+4452=6904
884+3636=4520
2381+3500=5881
3354+2646=",3354,2646,6000,True,True,"2452+4452=6904
884+3636=4520
2381+3500=5881
3354+2646=6000",6000,True,"[6000, 6100)"
"1264+1324=2588
4194+4916=9110
3045+4784=7829
808+5193=",808,5193,6001,True,True,"1264+1324=2588
4194+4916=9110
3045+4784=7829
808+5193=5991",5991,False,"[6000, 6100)"
"416+994=1410
85+539=624
878+184=1062
5733+268=",5733,268,6001,True,True,"416+994=1410
85+539=624
878+184=1062
5733+268=6001",6001,True,"[6000, 6100)"
"2194+4360=6554
1658+2628=4286
4850+3893=8743
3834+2168=",3834,2168,6002,True,True,"2194+4360=6554
1658+2628=4286
4850+3893=8743
3834+2168=6002",6002,True,"[6000, 6100)"
"1681+598=2279
435+3552=3987
859+3487=4346
1349+4653=",1349,4653,6002,True,True,"1681+598=2279
435+3552=3987
859+3487=4346
1349+4653=6002",6002,True,"[6000, 6100)"
"3381+1455=4836
2021+4817=6838
4815+1383=6198
1302+4701=",1302,4701,6003,False,False,"3381+1455=4836
2021+4817=6838
4815+1383=6198
1302+4701=6003",6003,True,"[6000, 6100)"
"4020+1671=5691
1061+2209=3270
2534+2167=4701
2704+3299=",2704,3299,6003,True,True,"4020+1671=5691
1061+2209=3270
2534+2167=4701
2704+3299=6003",6003,True,"[6000, 6100)"
"4725+3340=8065
2715+2346=5061
3595+4046=7641
1012+4992=",1012,4992,6004,False,True,"4725+3340=8065
2715+2346=5061
3595+4046=7641
1012+4992=5994",5994,False,"[6000, 6100)"
"3160+893=4053
3005+1016=4021
4830+2921=7751
3810+2194=",3810,2194,6004,False,True,"3160+893=4053
3005+1016=4021
4830+2921=7751
3810+2194=6004",6004,True,"[6000, 6100)"
"498+827=1325
4474+869=5343
411+4877=5288
4288+1717=",4288,1717,6005,True,True,"498+827=1325
4474+869=5343
411+4877=5288
4288+1717=6005",6005,True,"[6000, 6100)"
"1931+2586=4517
1701+2114=3815
321+4753=5074
3139+2866=",3139,2866,6005,True,True,"1931+2586=4517
1701+2114=3815
321+4753=5074
3139+2866=5995",5995,False,"[6000, 6100)"
"3109+4346=7455
4535+3029=7564
293+1841=2134
2599+3407=",2599,3407,6006,True,True,"3109+4346=7455
4535+3029=7564
293+1841=2134
2599+3407=6006",6006,True,"[6000, 6100)"
"3202+3066=6268
1622+4169=5791
4620+3248=7868
3705+2301=",3705,2301,6006,False,False,"3202+3066=6268
1622+4169=5791
4620+3248=7868
3705+2301=6006",6006,True,"[6000, 6100)"
"4308+708=5016
754+1727=2481
922+3351=4273
2934+3073=",2934,3073,6007,False,True,"4308+708=5016
754+1727=2481
922+3351=4273
2934+3073=5997",5997,False,"[6000, 6100)"
"1381+2257=3638
276+2971=3247
3695+1749=5444
1004+5003=",1004,5003,6007,False,False,"1381+2257=3638
276+2971=3247
3695+1749=5444
1004+5003=6007",6007,True,"[6000, 6100)"
"485+2124=2609
3581+4662=8243
3308+1454=4762
3788+2220=",3788,2220,6008,False,True,"485+2124=2609
3581+4662=8243
3308+1454=4762
3788+2220=6008",6008,True,"[6000, 6100)"
"1237+4701=5938
4002+4852=8854
3300+795=4095
1369+4639=",1369,4639,6008,True,True,"1237+4701=5938
4002+4852=8854
3300+795=4095
1369+4639=6008",6008,True,"[6000, 6100)"
"1963+385=2348
2647+2458=5105
4429+3951=8380
3156+2853=",3156,2853,6009,False,True,"1963+385=2348
2647+2458=5105
4429+3951=8380
3156+2853=5909",5909,False,"[6000, 6100)"
"1027+1238=2265
1142+127=1269
1426+559=1985
3248+2761=",3248,2761,6009,False,True,"1027+1238=2265
1142+127=1269
1426+559=1985
3248+2761=6009",6009,True,"[6000, 6100)"
"3876+1836=5712
1715+2620=4335
2180+4840=7020
5208+802=",5208,802,6010,True,False,"3876+1836=5712
1715+2620=4335
2180+4840=7020
5208+802=5288",5288,False,"[6000, 6100)"
"2487+1601=4088
4275+1754=6029
3822+4692=8514
4466+1544=",4466,1544,6010,True,True,"2487+1601=4088
4275+1754=6029
3822+4692=8514
4466+1544=6010",6010,True,"[6000, 6100)"
"3646+4083=7729
3227+3219=6446
4577+4989=9566
4686+1325=",4686,1325,6011,True,True,"3646+4083=7729
3227+3219=6446
4577+4989=9566
4686+1325=6011",6011,True,"[6000, 6100)"
"4295+4412=8707
4219+3814=8033
3282+3922=7204
2682+3329=",2682,3329,6011,True,True,"4295+4412=8707
4219+3814=8033
3282+3922=7204
2682+3329=6011",6011,True,"[6000, 6100)"
"4184+4650=8834
4391+3192=7583
315+4186=4501
5230+782=",5230,782,6012,False,True,"4184+4650=8834
4391+3192=7583
315+4186=4501
5230+782=5308",5308,False,"[6000, 6100)"
"1455+2585=4040
1225+3065=4290
1+4610=4611
1543+4469=",1543,4469,6012,True,True,"1455+2585=4040
1225+3065=4290
1+4610=4611
1543+4469=6012",6012,True,"[6000, 6100)"
"4955+4970=9925
315+4814=5129
4030+745=4775
1863+4150=",1863,4150,6013,False,True,"4955+4970=9925
315+4814=5129
4030+745=4775
1863+4150=5913",5913,False,"[6000, 6100)"
"4726+4578=9304
2187+126=2313
1729+4208=5937
1241+4772=",1241,4772,6013,False,True,"4726+4578=9304
2187+126=2313
1729+4208=5937
1241+4772=6013",6013,True,"[6000, 6100)"
"2798+1034=3832
3283+4857=8140
1946+4422=6368
5319+695=",5319,695,6014,True,True,"2798+1034=3832
3283+4857=8140
1946+4422=6368
5319+695=6018",6018,False,"[6000, 6100)"
